Statistic Label,Census Year,Sex,Smoking Tobacco Products,Age Group,County,UNIT,VALUE
Population,2022,Both Sexes,Not stated,50-54 years,Limerick City and County,Number,1217.0
Population,2022,Both Sexes,Not stated,55-59 years,Limerick City and County,Number,1009.0
Population,2022,Both Sexes,Not stated,60-64 years,Limerick City and County,Number,903.0
Population,2022,Both Sexes,Not stated,65-69 years,Limerick City and County,Number,779.0
Population,2022,Both Sexes,Not stated,70-74 years,Limerick City and County,Number,666.0
Population,2022,Both Sexes,Not stated,75-79 years,Limerick City and County,Number,507.0
Population,2022,Both Sexes,Not stated,80-84 years,Limerick City and County,Number,318.0
Population,2022,Both Sexes,Not stated,85-89 years,Limerick City and County,Number,298.0
Population,2022,Both Sexes,Not stated,95 years and over,Limerick City and County,Number,33.0
Population,2022,Both Sexes,Not stated,All Ages,Tipperary,Number,10191.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Tipperary,Number,2944.0
Population,2022,Both Sexes,Not stated,15-19 years,Tipperary,Number,547.0
Population,2022,Both Sexes,Not stated,20-24 years,Tipperary,Number,602.0
Population,2022,Both Sexes,Not stated,25-29 years,Tipperary,Number,505.0
Population,2022,Both Sexes,Not stated,30-34 years,Tipperary,Number,675.0
Population,2022,Both Sexes,Not stated,35-39 years,Tipperary,Number,701.0
Population,2022,Both Sexes,Not stated,40-44 years,Tipperary,Number,743.0
Population,2022,Both Sexes,Not stated,45-49 years,Tipperary,Number,594.0
Population,2022,Both Sexes,Not stated,50-54 years,Tipperary,Number,548.0
Population,2022,Both Sexes,Not stated,55-59 years,Tipperary,Number,508.0
Population,2022,Both Sexes,Not stated,60-64 years,Tipperary,Number,448.0
Population,2022,Both Sexes,Not stated,65-69 years,Tipperary,Number,400.0
Population,2022,Both Sexes,Not stated,70-74 years,Tipperary,Number,323.0
Population,2022,Both Sexes,Not stated,75-79 years,Tipperary,Number,267.0
Population,2022,Both Sexes,Not stated,80-84 years,Tipperary,Number,205.0
Population,2022,Both Sexes,Not stated,85-89 years,Tipperary,Number,166.0
Population,2022,Both Sexes,Not stated,95 years and over,Tipperary,Number,15.0
Population,2022,Both Sexes,Not stated,All Ages,Waterford City and County,Number,9701.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Waterford City and County,Number,2367.0
Population,2022,Both Sexes,Not stated,15-19 years,Waterford City and County,Number,572.0
Population,2022,Both Sexes,Not stated,20-24 years,Waterford City and County,Number,545.0
Population,2022,Both Sexes,Not stated,25-29 years,Waterford City and County,Number,580.0
Population,2022,Both Sexes,Not stated,30-34 years,Waterford City and County,Number,692.0
Population,2022,Both Sexes,Not stated,35-39 years,Waterford City and County,Number,792.0
Population,2022,Both Sexes,Not stated,40-44 years,Waterford City and County,Number,787.0
Population,2022,Both Sexes,Not stated,45-49 years,Waterford City and County,Number,647.0
Population,2022,Both Sexes,Not stated,50-54 years,Waterford City and County,Number,490.0
Population,2022,Both Sexes,Not stated,55-59 years,Waterford City and County,Number,450.0
Population,2022,Both Sexes,Not stated,60-64 years,Waterford City and County,Number,412.0
Population,2022,Both Sexes,Not stated,65-69 years,Waterford City and County,Number,331.0
Population,2022,Both Sexes,Not stated,70-74 years,Waterford City and County,Number,338.0
Population,2022,Both Sexes,Not stated,75-79 years,Waterford City and County,Number,266.0
Population,2022,Both Sexes,Not stated,80-84 years,Waterford City and County,Number,192.0
Population,2022,Both Sexes,Not stated,85-89 years,Waterford City and County,Number,218.0
Population,2022,Both Sexes,Not stated,95 years and over,Waterford City and County,Number,22.0
Population,2022,Both Sexes,Not stated,All Ages,Galway City,Number,10062.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Galway City,Number,1963.0
Population,2022,Both Sexes,Not stated,15-19 years,Galway City,Number,615.0
Population,2022,Both Sexes,Not stated,20-24 years,Galway City,Number,899.0
Population,2022,Both Sexes,Not stated,25-29 years,Galway City,Number,750.0
Population,2022,Both Sexes,Not stated,30-34 years,Galway City,Number,873.0
Population,2022,Both Sexes,Not stated,35-39 years,Galway City,Number,906.0
Population,2022,Both Sexes,Not stated,40-44 years,Galway City,Number,940.0
Population,2022,Both Sexes,Not stated,45-49 years,Galway City,Number,722.0
Population,2022,Both Sexes,Not stated,50-54 years,Galway City,Number,547.0
Population,2022,Both Sexes,Not stated,55-59 years,Galway City,Number,427.0
Population,2022,Both Sexes,Not stated,60-64 years,Galway City,Number,387.0
Population,2022,Both Sexes,Not stated,65-69 years,Galway City,Number,318.0
Population,2022,Both Sexes,Not stated,70-74 years,Galway City,Number,240.0
Population,2022,Both Sexes,Not stated,75-79 years,Galway City,Number,221.0
Population,2022,Both Sexes,Not stated,80-84 years,Galway City,Number,123.0
Population,2022,Both Sexes,Not stated,85-89 years,Galway City,Number,112.0
Population,2022,Both Sexes,Not stated,95 years and over,Galway City,Number,19.0
Population,2022,Both Sexes,Not stated,All Ages,Galway County,Number,10880.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Galway County,Number,3136.0
Population,2022,Both Sexes,Not stated,15-19 years,Galway County,Number,633.0
Population,2022,Both Sexes,Not stated,20-24 years,Galway County,Number,596.0
Population,2022,Both Sexes,Not stated,25-29 years,Galway County,Number,514.0
Population,2022,Both Sexes,Not stated,30-34 years,Galway County,Number,687.0
Population,2022,Both Sexes,Not stated,35-39 years,Galway County,Number,701.0
Population,2022,Both Sexes,Not stated,40-44 years,Galway County,Number,779.0
Population,2022,Both Sexes,Not stated,45-49 years,Galway County,Number,635.0
Population,2022,Both Sexes,Not stated,50-54 years,Galway County,Number,607.0
Population,2022,Both Sexes,Not stated,55-59 years,Galway County,Number,535.0
Population,2022,Both Sexes,Not stated,60-64 years,Galway County,Number,466.0
Population,2022,Both Sexes,Not stated,65-69 years,Galway County,Number,455.0
Population,2022,Both Sexes,Not stated,70-74 years,Galway County,Number,425.0
Population,2022,Both Sexes,Not stated,75-79 years,Galway County,Number,276.0
Population,2022,Both Sexes,Not stated,80-84 years,Galway County,Number,204.0
Population,2022,Both Sexes,Not stated,85-89 years,Galway County,Number,204.0
Population,2022,Both Sexes,Not stated,95 years and over,Galway County,Number,27.0
Population,2022,Both Sexes,Not stated,All Ages,Leitrim,Number,1868.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Leitrim,Number,575.0
Population,2022,Both Sexes,Not stated,15-19 years,Leitrim,Number,95.0
Population,2022,Both Sexes,Not stated,20-24 years,Leitrim,Number,104.0
Population,2022,Both Sexes,Not stated,25-29 years,Leitrim,Number,77.0
Population,2022,Both Sexes,Not stated,30-34 years,Leitrim,Number,92.0
Population,2022,Both Sexes,Not stated,35-39 years,Leitrim,Number,124.0
Population,2022,Both Sexes,Not stated,40-44 years,Leitrim,Number,120.0
Population,2022,Both Sexes,Not stated,45-49 years,Leitrim,Number,99.0
Population,2022,Both Sexes,Not stated,50-54 years,Leitrim,Number,127.0
Population,2022,Both Sexes,Not stated,55-59 years,Leitrim,Number,96.0
Population,2022,Both Sexes,Not stated,60-64 years,Leitrim,Number,84.0
Population,2022,Both Sexes,Not stated,65-69 years,Leitrim,Number,86.0
Population,2022,Both Sexes,Not stated,70-74 years,Leitrim,Number,70.0
Population,2022,Both Sexes,Not stated,75-79 years,Leitrim,Number,52.0
Population,2022,Both Sexes,Not stated,80-84 years,Leitrim,Number,35.0
Population,2022,Both Sexes,Not stated,85-89 years,Leitrim,Number,25.0
Population,2022,Both Sexes,Not stated,95 years and over,Leitrim,Number,7.0
Population,2022,Both Sexes,Not stated,All Ages,Mayo,Number,7289.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Mayo,Number,2104.0
Population,2022,Both Sexes,Not stated,15-19 years,Mayo,Number,370.0
Population,2022,Both Sexes,Not stated,20-24 years,Mayo,Number,355.0
Population,2022,Both Sexes,Not stated,25-29 years,Mayo,Number,314.0
Population,2022,Both Sexes,Not stated,30-34 years,Mayo,Number,446.0
Population,2022,Both Sexes,Not stated,35-39 years,Mayo,Number,440.0
Population,2022,Both Sexes,Not stated,40-44 years,Mayo,Number,482.0
Population,2022,Both Sexes,Not stated,45-49 years,Mayo,Number,407.0
Population,2022,Both Sexes,Not stated,50-54 years,Mayo,Number,393.0
Population,2022,Both Sexes,Not stated,55-59 years,Mayo,Number,335.0
Population,2022,Both Sexes,Not stated,60-64 years,Mayo,Number,363.0
Population,2022,Both Sexes,Not stated,65-69 years,Mayo,Number,319.0
Population,2022,Both Sexes,Not stated,70-74 years,Mayo,Number,337.0
Population,2022,Both Sexes,Not stated,75-79 years,Mayo,Number,241.0
Population,2022,Both Sexes,Not stated,80-84 years,Mayo,Number,168.0
Population,2022,Both Sexes,Not stated,85-89 years,Mayo,Number,199.0
Population,2022,Both Sexes,Not stated,95 years and over,Mayo,Number,16.0
Population,2022,Both Sexes,Not stated,All Ages,Roscommon,Number,4020.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Roscommon,Number,1172.0
Population,2022,Both Sexes,Not stated,15-19 years,Roscommon,Number,229.0
Population,2022,Both Sexes,Not stated,20-24 years,Roscommon,Number,223.0
Population,2022,Both Sexes,Not stated,25-29 years,Roscommon,Number,205.0
Population,2022,Both Sexes,Not stated,30-34 years,Roscommon,Number,248.0
Population,2022,Both Sexes,Not stated,35-39 years,Roscommon,Number,295.0
Population,2022,Both Sexes,Not stated,40-44 years,Roscommon,Number,269.0
Population,2022,Both Sexes,Not stated,45-49 years,Roscommon,Number,211.0
Population,2022,Both Sexes,Not stated,50-54 years,Roscommon,Number,202.0
Population,2022,Both Sexes,Not stated,55-59 years,Roscommon,Number,170.0
Population,2022,Both Sexes,Not stated,60-64 years,Roscommon,Number,172.0
Population,2022,Both Sexes,Not stated,65-69 years,Roscommon,Number,160.0
Population,2022,Both Sexes,Not stated,70-74 years,Roscommon,Number,149.0
Population,2022,Both Sexes,Not stated,75-79 years,Roscommon,Number,121.0
Population,2022,Both Sexes,Not stated,80-84 years,Roscommon,Number,85.0
Population,2022,Both Sexes,Not stated,85-89 years,Roscommon,Number,94.0
Population,2022,Both Sexes,Not stated,95 years and over,Roscommon,Number,15.0
Population,2022,Both Sexes,Not stated,All Ages,Sligo,Number,4440.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Sligo,Number,1027.0
Population,2022,Both Sexes,Not stated,15-19 years,Sligo,Number,223.0
Population,2022,Both Sexes,Not stated,20-24 years,Sligo,Number,275.0
Population,2022,Both Sexes,Not stated,25-29 years,Sligo,Number,252.0
Population,2022,Both Sexes,Not stated,30-34 years,Sligo,Number,294.0
Population,2022,Both Sexes,Not stated,35-39 years,Sligo,Number,340.0
Population,2022,Both Sexes,Not stated,40-44 years,Sligo,Number,337.0
Population,2022,Both Sexes,Not stated,45-49 years,Sligo,Number,321.0
Population,2022,Both Sexes,Not stated,50-54 years,Sligo,Number,261.0
Population,2022,Both Sexes,Not stated,55-59 years,Sligo,Number,205.0
Population,2022,Both Sexes,Not stated,60-64 years,Sligo,Number,204.0
Population,2022,Both Sexes,Not stated,65-69 years,Sligo,Number,190.0
Population,2022,Both Sexes,Not stated,70-74 years,Sligo,Number,186.0
Population,2022,Both Sexes,Not stated,75-79 years,Sligo,Number,120.0
Population,2022,Both Sexes,Not stated,80-84 years,Sligo,Number,91.0
Population,2022,Both Sexes,Not stated,85-89 years,Sligo,Number,94.0
Population,2022,Both Sexes,Not stated,95 years and over,Sligo,Number,20.0
Population,2022,Both Sexes,Not stated,All Ages,Cavan,Number,5240.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Cavan,Number,1705.0
Population,2022,Both Sexes,Not stated,15-19 years,Cavan,Number,277.0
Population,2022,Both Sexes,Not stated,20-24 years,Cavan,Number,283.0
Population,2022,Both Sexes,Not stated,25-29 years,Cavan,Number,250.0
Population,2022,Both Sexes,Not stated,30-34 years,Cavan,Number,272.0
Population,2022,Both Sexes,Not stated,35-39 years,Cavan,Number,355.0
Population,2022,Both Sexes,Not stated,40-44 years,Cavan,Number,375.0
Population,2022,Both Sexes,Not stated,45-49 years,Cavan,Number,310.0
Population,2022,Both Sexes,Not stated,50-54 years,Cavan,Number,259.0
Population,2022,Both Sexes,Not stated,55-59 years,Cavan,Number,223.0
Population,2022,Both Sexes,Not stated,60-64 years,Cavan,Number,241.0
Population,2022,Both Sexes,Not stated,65-69 years,Cavan,Number,188.0
Population,2022,Both Sexes,Not stated,70-74 years,Cavan,Number,173.0
Population,2022,Both Sexes,Not stated,75-79 years,Cavan,Number,117.0
Population,2022,Both Sexes,Not stated,80-84 years,Cavan,Number,103.0
Population,2022,Both Sexes,Not stated,85-89 years,Cavan,Number,96.0
Population,2022,Both Sexes,Not stated,95 years and over,Cavan,Number,13.0
Population,2022,Both Sexes,Not stated,All Ages,Donegal,Number,9066.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Donegal,Number,2537.0
Population,2022,Both Sexes,Not stated,15-19 years,Donegal,Number,631.0
Population,2022,Both Sexes,Not stated,20-24 years,Donegal,Number,504.0
Population,2022,Both Sexes,Not stated,25-29 years,Donegal,Number,456.0
Population,2022,Both Sexes,Not stated,30-34 years,Donegal,Number,624.0
Population,2022,Both Sexes,Not stated,35-39 years,Donegal,Number,567.0
Population,2022,Both Sexes,Not stated,40-44 years,Donegal,Number,631.0
Population,2022,Both Sexes,Not stated,45-49 years,Donegal,Number,526.0
Population,2022,Both Sexes,Not stated,50-54 years,Donegal,Number,551.0
Population,2022,Both Sexes,Not stated,55-59 years,Donegal,Number,448.0
Population,2022,Both Sexes,Not stated,60-64 years,Donegal,Number,377.0
Population,2022,Both Sexes,Not stated,65-69 years,Donegal,Number,373.0
Population,2022,Both Sexes,Not stated,70-74 years,Donegal,Number,328.0
Population,2022,Both Sexes,Not stated,75-79 years,Donegal,Number,200.0
Population,2022,Both Sexes,Not stated,80-84 years,Donegal,Number,156.0
Population,2022,Both Sexes,Not stated,85-89 years,Donegal,Number,139.0
Population,2022,Both Sexes,Not stated,95 years and over,Donegal,Number,18.0
Population,2022,Both Sexes,Not stated,All Ages,Monaghan,Number,3303.0
Population,2022,Both Sexes,Not stated,0 - 14 years,Monaghan,Number,1086.0
Population,2022,Both Sexes,Not stated,15-19 years,Monaghan,Number,178.0
Population,2022,Both Sexes,Not stated,20-24 years,Monaghan,Number,171.0
Population,2022,Both Sexes,Not stated,25-29 years,Monaghan,Number,161.0
Population,2022,Both Sexes,Not stated,30-34 years,Monaghan,Number,230.0
Population,2022,Both Sexes,Not stated,35-39 years,Monaghan,Number,243.0
Population,2022,Both Sexes,Not stated,40-44 years,Monaghan,Number,221.0
Population,2022,Both Sexes,Not stated,45-49 years,Monaghan,Number,179.0
Population,2022,Both Sexes,Not stated,50-54 years,Monaghan,Number,173.0
Population,2022,Both Sexes,Not stated,55-59 years,Monaghan,Number,117.0
Population,2022,Both Sexes,Not stated,60-64 years,Monaghan,Number,134.0
Population,2022,Both Sexes,Not stated,65-69 years,Monaghan,Number,110.0
Population,2022,Both Sexes,Not stated,70-74 years,Monaghan,Number,120.0
Population,2022,Both Sexes,Not stated,75-79 years,Monaghan,Number,59.0
Population,2022,Both Sexes,Not stated,80-84 years,Monaghan,Number,51.0
Population,2022,Both Sexes,Not stated,85-89 years,Monaghan,Number,63.0
Population,2022,Both Sexes,Not stated,95 years and over,Monaghan,Number,7.0
Population,2022,Male,Smoke daily,All Ages,State,Number,253494.0
Population,2022,Male,Smoke daily,0 - 14 years,State,Number,303.0
Population,2022,Male,Smoke daily,15-19 years,State,Number,5179.0
Population,2022,Male,Smoke daily,20-24 years,State,Number,18702.0
Population,2022,Male,Smoke daily,25-29 years,State,Number,23923.0
Population,2022,Male,Smoke daily,30-34 years,State,Number,26041.0
Population,2022,Male,Smoke daily,35-39 years,State,Number,29451.0
Population,2022,Male,Smoke daily,40-44 years,State,Number,30528.0
Population,2022,Male,Smoke daily,45-49 years,State,Number,27368.0
Population,2022,Male,Smoke daily,50-54 years,State,Number,25419.0
Population,2022,Male,Smoke daily,55-59 years,State,Number,21297.0
Population,2022,Male,Smoke daily,60-64 years,State,Number,16889.0
Population,2022,Male,Smoke daily,65-69 years,State,Number,12255.0
Population,2022,Male,Smoke daily,70-74 years,State,Number,8288.0
Population,2022,Male,Smoke daily,75-79 years,State,Number,4733.0
Population,2022,Male,Smoke daily,80-84 years,State,Number,2041.0
Population,2022,Male,Smoke daily,85-89 years,State,Number,1035.0
Population,2022,Male,Smoke daily,95 years and over,State,Number,42.0
Population,2022,Male,Smoke daily,All Ages,Carlow,Number,3489.0
Population,2022,Male,Smoke daily,0 - 14 years,Carlow,Number,
Population,2022,Male,Smoke daily,15-19 years,Carlow,Number,69.0
Population,2022,Male,Smoke daily,20-24 years,Carlow,Number,270.0
Population,2022,Male,Smoke daily,25-29 years,Carlow,Number,348.0
Population,2022,Male,Smoke daily,30-34 years,Carlow,Number,325.0
Population,2022,Male,Smoke daily,35-39 years,Carlow,Number,405.0
Population,2022,Male,Smoke daily,40-44 years,Carlow,Number,426.0
Population,2022,Male,Smoke daily,45-49 years,Carlow,Number,381.0
Population,2022,Male,Smoke daily,50-54 years,Carlow,Number,359.0
Population,2022,Male,Smoke daily,55-59 years,Carlow,Number,289.0
Population,2022,Male,Smoke daily,60-64 years,Carlow,Number,239.0
Population,2022,Male,Smoke daily,65-69 years,Carlow,Number,153.0
Population,2022,Male,Smoke daily,70-74 years,Carlow,Number,110.0
